feature1,feature2,feature3,feature4,feature5,credit_score,debt_ratio,loan_amount,target,protected_attribute
-0.13105215734690506,0.4969921059131826,0.8124177958597693,0.15424795268465663,-1.1937352146809808,872.7588216648878,0.371797434204313,18085.970356904094,1,1
-0.20064610256752466,-0.8925957179262606,-0.5162663630556654,0.19210954055579327,-0.2472804645983541,650.8323583177387,-0.25631551047396833,5941.049447123311,0,0
-1.6901228899453271,-1.0113021249776268,1.722663827228134,0.5705759425310919,0.5240781349220972,659.4807849308718,0.34543748198520396,7702.433586326293,1,1
-0.7944184764105113,-0.8878073446975631,-0.6230263337250577,-0.10877819103545765,-0.0691198951856303,649.7450173886891,0.25767807105837665,15110.856060252117,0,0
1.5280016631177873,0.9762890243277802,0.8063838217595244,0.8215229040398752,0.26656805728365496,713.5878859384221,0.24545342694861483,8734.068065568948,1,1
2.236405406430716,0.5058877624673772,0.2831069091659585,0.2176038926955516,-0.14232421824429642,561.9566741972875,0.21574565894900552,5497.3052504182715,0,1
-2.6115119491808207,-0.3160919004362605,0.19315827112751144,-1.7803772037920298,0.04180468041232929,757.731239804984,0.27882489321387205,5783.858407467709,0,1
0.766009390723301,-0.5831870224277139,1.4760880116562036,-0.5078991991289424,-0.9917142924679848,552.2013664964417,0.0619163370569116,16420.149231582564,1,0
1.746168007938512,0.08187438655177656,0.16721515775394025,-1.0951812380139192,-0.047592944773574536,594.5839229339633,0.5747050924934026,15737.143367100714,1,0
-1.6891392505499996,0.2628477468453499,0.7717042645978891,0.3755304514819672,1.6743763252900083,703.8509781827709,0.3326909430057595,5671.374526668883,0,1
-0.26618847864219075,0.43880651989107666,1.2535551709935786,-0.8855075000599776,1.3824978386919455,766.73494925112,0.14267997626115836,5705.826496577328,1,0
-1.4489197441050903,0.1758734738061484,-1.267238365370686,-1.2512956223812843,1.5834471403242913,613.3723074114552,0.36821965771159143,10831.199575743185,0,0
-0.9382653117807739,2.050453219413375,-0.07933791664774345,0.3333786891777371,-0.3195367941439045,712.5472483473153,0.3416995425399765,10900.539249128295,1,0
-0.07550095889388166,0.6269594175527314,-0.04858451180478328,2.036006206881158,0.28275789506043814,674.6783569996271,0.31794985226663286,8384.978110413276,1,1
-0.7017572101567373,-0.3360088694777733,-0.4411346389798338,-0.36807612906073434,0.43992677191842494,601.7137294386184,-0.2121857663245263,22159.30380000858,0,0
-0.16063801838670302,0.7314258319261927,-1.9960805162919064,-0.3807987313793076,0.7290167278199039,635.3347046669937,0.4278927522622317,13478.837957881393,0,0
-0.2269174173340237,-0.8841939948003789,0.6547300328752088,0.45016662757738646,0.09571054947834538,668.9100821793282,0.302464482797606,13487.11219341095,1,1
-0.4319518858657677,-1.6472847384166112,0.37604189571338337,-0.14244239094622227,1.5867522741473339,783.4541724592336,0.2096141428553528,5764.711664361387,1,0
-0.3397940496242013,-0.18146146349286332,-1.3387555238386413,1.663929248495641,1.279672062489769,629.3099031690605,0.07807817924103982,6924.442008205871,0,0
-0.050132723881999484,-0.40930653288159574,-0.5832972051855382,-0.13846005544193374,0.5872242441708757,712.7010670729907,0.3601371173730731,5299.282943927395,1,0
2.0049786700290784,0.8827958979773324,-0.3100364140756912,-0.5410730515026629,1.5350018924837692,809.8348159036741,0.4691419322437695,1463.5251531532867,0,0
-0.45319064135523013,0.06829119188053905,1.0329157210289417,0.6697326288063309,-0.7435532019786342,642.0788894163366,0.2784394525991532,11682.858801259146,0,0
