feature1,feature2,feature3,feature4,feature5,years_experience,education_level,interview_score,target,protected_attribute
-0.15638544803204035,1.3057581417791086,-0.7584667666082666,0.3677376385823716,-0.4091708872007314,3.7233003947083296,16.166363202357196,7.761844955353935,0,1
-0.1541416205390201,-0.21927930790555303,-0.9376552918927351,0.17849280192879036,0.35400101737550316,4.052108498238494,15.160385250261527,7.369779133379031,1,0
-0.49846843800148966,-0.31458536532329556,-0.839594616472311,0.13157665955316442,-0.6632394872225326,11.179385613446161,15.9234142020308,9.778525220712599,1,1
-0.4109263923124712,-0.3232585806561624,-0.289893392271945,1.025443264887588,0.21710621462792273,3.7785284843556317,14.254864403417937,6.906798959761762,1,1
-0.7106812913223421,-1.1215191061673504,0.04390584516527628,0.7379578962478167,0.14676676686421827,2.5048813327960247,14.545006493579717,7.065928058450441,0,0
-1.2614800424501564,1.322569641892452,-1.400008821918271,0.10612557025789461,0.4726400466656669,6.177792584096181,15.41389327300731,9.021380331339289,0,1
-0.35109291271592996,1.2178747843454185,1.2684910618466398,0.07654027126843825,3.4828700119401703,4.015996205358834,15.651723865151459,7.543369825618771,1,0
-2.2725261656353126,1.2603140840098908,1.4672739516217705,-1.0164659427870457,0.033028641420333474,4.2043084954719125,14.780935885819552,6.947854099935339,0,0
-0.6095008513643125,-0.3071432755417531,-0.07572301306298447,-1.532009130312594,1.7428622546571568,6.360000091500998,16.887826842854146,6.625579171802498,0,1
0.3873768129027737,0.5208347348555981,0.3807286016869037,0.8041138960311427,-1.503265568144225,0.9221225878772668,15.908523702342174,6.680953582552652,0,1
-0.10315057672910986,0.08352865791920559,-0.23741167209063394,0.8883960969333881,-0.4913122272084598,4.316358441468583,16.367378944513437,7.328848443796121,1,0
-0.9331022331126428,0.41025614998711996,-0.47146605764115623,0.6364852392534195,-0.6344502185653265,1.4210359892194422,14.665871880263069,6.7422172589178615,0,0
0.878625585372109,1.0213251390388538,-0.39220814268562326,0.9802594670923332,0.18303330511018076,5.822153864213083,13.701185500291718,8.866218137880239,0,0
-0.6823588896381807,-1.6267889977075092,0.8489022556082868,-0.18518054711512735,-0.07840145652264068,6.76369363409362,18.4795547037793,6.109245102840815,1,0
-0.9359567227577913,-1.756123266613419,-1.6775318277333027,0.6752517306939729,1.101609333741524,11.831293718598547,16.19175731603423,5.000601245847082,0,0
0.07088769735187932,2.46526899971603,-0.27982601183847755,0.03206928249414853,-0.5629046768714979,2.299449286100182,16.872254000012898,3.5960232774725873,1,1
-0.3574920787199897,-0.2707399486570938,1.7209785127817492,-1.067671896885857,0.3455250803929265,3.512420696300603,15.826086775542207,6.89753825295166,1,0
0.11721844192379224,-1.4500063405446062,0.8554241965619304,-1.68481847661936,0.29272868675701413,4.395726530099625,17.840233237823238,4.790462750467292,1,0
-0.9238580210695135,0.38308482682846134,-0.4831800584017258,0.24153214410291526,-1.6095262615458,-0.6651813275996385,17.55694747593923,6.520709470725318,0,0
0.46874950493911927,1.560474429248529,-0.23689300317313153,-0.521121536196944,1.035642547705843,5.406989254777469,18.493166155398786,8.768623467719763,1,0
-1.579210228283952,1.0993301166818599,0.42485753082200983,1.8447986384457757,1.5683819765071845,6.162297989186018,16.569324397855496,7.198236058495921,1,1
0.09025728787317552,-0.7485985977520929,0.9825270220718791,0.2515843217990379,0.6951291227598947,10.415622198495399,15.967188557930811,7.223762088906705,1,1
0.1124895365503593,1.1944022053397922,-0.2679046792852667,-0.7128810711860688,-0.735381534361653,3.4232305688214417,15.14977135853475,9.55376495897137,0,0
-0.09202270744856617,0.6312599675875092,-0.7777397715995243,0.05247394334871438,0.1912548346210677,6.757306066825085,19.348620421768295,9.075303854191448,0,0
0.6257041734096179,-0.2752835600734464,-0.25728202057671395,-1.5332031843548592,0.46739649553207985,3.1030398001808592,13.650867783288799,6.165576895162173,0,0
-0.2057321646643877,-1.854007929960987,-2.7240904993498725,-1.7172031840121968,-1.3441605546689541,7.63271943293072,10.640103565401393,5.5813259502805,0,1
1.0195425168317005,-0.6199210129626336,-0.9739801464365709,0.4212037234256119,1.6943620748155361,6.899553662491847,15.274646962097739,9.39122902521968,1,0
1.6240297946289761,-1.0637973295000942,-1.3362162366817316,-1.0147390520558535,1.6254931170362625,6.621801556906574,15.404142011538116,8.0304205148767,1,1
-0.14102809672055516,1.0779903174062235,-2.1582347071887273,-0.8296926247644553,-0.18582874103532224,7.415847296919203,13.581180632643367,4.779113611396791,0,1
1.1978537329940906,-1.1087221731703152,1.090828622707747,-0.541762050761287,0.7310443949015507,6.481383386422967,17.227099447298723,6.7588421524038935,1,1
-0.36577691770441356,0.8238479054513874,0.8620309931419557,-0.6469798792461671,0.14951002795726334,4.927396562948333,18.212918784480465,7.786812053333144,1,0
2.0341041725620306,-1.3272027915074442,0.9334726820412036,-0.09860833997145985,0.5491985880663911,1.2762383528314567,20.87869729496777,9.1541632043444,1,1
0.23963357499908794,-0.017590550906418687,-0.14282755442533396,0.0742561744856322,-0.028895009564315916,7.6484099756489705,16.152361694502233,6.8472391405572335,1,1
0.06858315378200844,-1.0760545982743905,-0.05527451757520842,1.148139995875181,-0.5942945165067121,4.124951337359799,14.256255904158428,1.399057428861207,1,1
0.3718625456594341,-0.6227361717614212,1.8238843317981193,-2.0073376008335546,0.1783331841151481,2.583918741705391,14.172537483308695,7.5543858784986515,1,0
-0.09592136703418716,-0.8558306325320796,0.1590004398223171,0.895053926082399,-0.24936936334240936,3.9051788719029736,18.17485652300915,3.4676531633365393,1,1
0.30516802296621465,-0.6339906127455954,-0.8635415009418272,-0.04808794895480795,0.6628521370816691,8.023698072366283,16.67663148465751,7.803436672119501,0,0
